ZIP_CODE,DUNs,DUNs.1,utility,short_zip,city,state
1001,006956551,6956551,WMECO,1001,AGAWAM,MA
1002,006956551,6956551,WMECO,1002,AMHERST,MA
1005,006952626,6952626,MECO,1005,BARRE,MA
1007,006952626,6952626,MECO,1007,BELCHERTOWN,MA
1008,006956551,6956551,WMECO,1008,BLANDFORD,MA
1009,006952626,6952626,MECO,1009,BONDSVILLE,MA
1010,006952626,6952626,MECO,1010,BRIMFIELD,MA
1012,006956551,6956551,WMECO,1012,CHESTERFIELD,MA
1026,006956551,6956551,WMECO,1026,CUMMINGTON,MA
1027,006956551,6956551,WMECO,1027,EASTHAMPTON,MA
1028,006952626,6952626,MECO,1028,EAST LONGMEADOW,MA
1029,006956551,6956551,WMECO,1029,EAST OTIS,MA
1030,006956551,6956551,WMECO,1030,FEEDING HILLS,MA
1031,006952626,6952626,MECO,1031,GILBERTVILLE,MA
1032,006952626,6952626,MECO,1032,GOSHEN,MA
1033,006952626,6952626,MECO,1033,GRANBY,MA
1034,006956551,6956551,WMECO,1034,GRANVILLE,MA
1035,006956551,6956551,WMECO,1035,HADLEY,MA
1036,006952626,6952626,MECO,1036,HAMPDEN,MA
1037,006952626,6952626,MECO,1037,HARDWICK,MA
1038,006956551,6956551,WMECO,1038,HATFIELD,MA
1039,006952626,6952626,MECO,1039,HAYDENVILLE,MA
1040,006956551,6956551,WMECO,1040,HOLYOKE,MA
1050,006956551,6956551,WMECO,1050,HUNTINGTON,MA
1053,006952626,6952626,MECO,1053,LEEDS,MA
1054,006956551,6956551,WMECO,1054,LEVERETT,MA
1056,006956551,6956551,WMECO,1056,LUDLOW,MA
1057,006952626,6952626,MECO,1057,MONSON,MA
1060,006952626,6952626,MECO,1060,NORTHAMPTON,MA
1061,006952626,6952626,MECO,1061,NORTHAMPTON,MA
1062,006952626,6952626,MECO,1062,FLORENCE,MA
1063,006952626,6952626,MECO,1063,NORTHAMPTON,MA
1068,006952626,6952626,MECO,1068,OAKHAM,MA
1069,006952626,6952626,MECO,1069,PALMER,MA
1070,006956551,6956551,WMECO,1070,PLAINFIELD,MA
1071,006956551,6956551,WMECO,1071,RUSSELL,MA
1072,006952626,6952626,MECO,1072,SHUTESBURY,MA
1072,006956551,6956551,WMECO,1072,SHUTESBURY,MA
1073,006956551,6956551,WMECO,1073,SOUTHAMPTON,MA
1074,006952626,6952626,MECO,1074,SOUTH BARRE,MA
1077,006956551,6956551,WMECO,1077,SOUTHWICK,MA
1079,006952626,6952626,MECO,1079,THORNDIKE,MA
1080,006952626,6952626,MECO,1080,THREE RIVERS,MA
1081,006952626,6952626,MECO,1081,WALES,MA
1082,006952626,6952626,MECO,1082,WARE,MA
1083,006952626,6952626,MECO,1083,WARREN,MA
1084,006956551,6956551,WMECO,1084,WEST CHESTERFIELD,MA
1085,006956551,6956551,WMECO,1085,MONTGOMERY,MA
1088,006956551,6956551,WMECO,1088,WEST HATFIELD,MA
1089,006956551,6956551,WMECO,1089,WEST SPRINGFIELD,MA
1092,006952626,6952626,MECO,1092,WEST WARREN,MA
1093,006956551,6956551,WMECO,1093,WHATELY,MA
1094,006952626,6952626,MECO,1094,WHEELWRIGHT,MA
1095,006952626,6952626,MECO,1095,WILBRAHAM,MA
1096,006952626,6952626,MECO,1096,WILLIAMSBBURG,MA
1096,006956551,6956551,WMECO,1096,WILLIAMSBBURG,MA
1098,006956551,6956551,WMECO,1098,WORTHINGTON,MA
1103,006956551,6956551,WMECO,1103,SPRINGFIELD,MA
1104,006956551,6956551,WMECO,1104,SPRINGFIELD,MA
1105,006951552,6951552,BECO,1105,SPRINGFIELD,MA
1105,006956551,6956551,WMECO,1105,SPRINGFIELD,MA
1106,006956551,6956551,WMECO,1106,LONGMEADOW,MA
1107,006951552,6951552,BECO,1107,SPRINGFIELD,MA
1107,006956551,6956551,WMECO,1107,SPRINGFIELD,MA
1108,006956551,6956551,WMECO,1108,SPRINGFIELD,MA
1109,006951552,6951552,BECO,1109,SPRINGFIELD,MA
1109,006956551,6956551,WMECO,1109,SPRINGFIELD,MA
1114,006956551,6956551,WMECO,1114,SPRINGFIELD,MA
1116,006956551,6956551,WMECO,1116,LONGMEADOW,MA
1118,006951552,6951552,BECO,1118,SPRINGFIELD,MA
1118,006956551,6956551,WMECO,1118,SPRINGFIELD,MA
1119,006956551,6956551,WMECO,1119,SPRINGFIELD,MA
1128,006956551,6956551,WMECO,1128,SPRINGFIELD,MA
1129,006956551,6956551,WMECO,1129,SPRINGFIELD,MA
1133,006956551,6956551,WMECO,1133,SPRINGFIELD,MA
1144,006956551,6956551,WMECO,1144,SPRINGFIELD,MA
1151,006951552,6951552,BECO,1151,INDIAN ORCHARD,MA
1151,006952626,6952626,MECO,1151,INDIAN ORCHARD,MA
1151,006956551,6956551,WMECO,1151,INDIAN ORCHARD,MA
1152,006956551,6956551,WMECO,1152,SPRINGFIELD,MA
1201,006956551,6956551,WMECO,1201,PITTSFIELD,MA
1220,006952626,6952626,MECO,1220,ADAMS,MA
1220,006956551,6956551,WMECO,1220,ADAMS,MA
1222,006952626,6952626,MECO,1222,ASHLEY FALLS,MA
1223,006956551,6956551,WMECO,1223,BECKET,MA
1224,006956551,6956551,WMECO,1224,LANESBORO,MA
1225,006952626,6952626,MECO,1225,CHESHIRE,MA
1225,006956551,6956551,WMECO,1225,CHESHIRE,MA
1226,006956551,6956551,WMECO,1226,DALTON,MA
1227,006956551,6956551,WMECO,1227,DALTON,MA
1229,006952626,6952626,MECO,1229,GLENDALE,MA
1230,006952626,6952626,MECO,1230,GREAT BARRINGTON,MA
1235,006956551,6956551,WMECO,1235,HINSDALE,MA
1236,006952626,6952626,MECO,1236,HOUSATONIC,MA
1237,006956551,6956551,WMECO,1237,LANESBORO,MA
1238,006956551,6956551,WMECO,1238,LEE,MA
1240,006952626,6952626,MECO,1240,LENOX,MA
1240,006956551,6956551,WMECO,1240,LENOX,MA
1242,006952626,6952626,MECO,1242,LENOX DALE,MA
1243,006956551,6956551,WMECO,1243,MIDDLEFIELD,MA
1245,006952626,6952626,MECO,1245,MONTEREY,MA
1247,006952626,6952626,MECO,1247,NORTH ADAMS,MA
1252,006952626,6952626,MECO,1252,NORTH EGREMONT,MA
1253,006956551,6956551,WMECO,1253,OTIS,MA
1254,006956551,6956551,WMECO,1254,RICHMOND,MA
1255,006956551,6956551,WMECO,1255,SANDISFIELD,MA
1256,006956551,6956551,WMECO,1256,SAVOY,MA
1257,006952626,6952626,MECO,1257,SHEFFIELD,MA
1258,006952626,6952626,MECO,1258,SOUTH EGREMONT,MA
1259,006952626,6952626,MECO,1259,SOUTHFIELD,MA
1260,006956551,6956551,WMECO,1260,SOUTH LEE,MA
1262,006952626,6952626,MECO,1262,STOCKBRIDGE,MA
1263,006952626,6952626,MECO,1263,STOCKBRIDGE,MA
1264,006956551,6956551,WMECO,1264,TYRINGHAM,MA
1266,006952626,6952626,MECO,1266,WEST STOCKBRIDGE,MA
1267,006952626,6952626,MECO,1267,WILLIAMSTOWN,MA
1270,006956551,6956551,WMECO,1270,WINDSOR,MA
1301,006956551,6956551,WMECO,1301,GREENFIELD,MA
1330,006956551,6956551,WMECO,1330,ASHFIELD,MA
1331,006952626,6952626,MECO,1331,ATHOL,MA
1337,006956551,6956551,WMECO,1337,BERNARDSTON,MA
1338,006956551,6956551,WMECO,1338,BUCKLAND,MA
1339,006952626,6952626,MECO,1339,CHARLEMONT,MA
1340,006956551,6956551,WMECO,1340,COLRAIN,MA
1341,006956551,6956551,WMECO,1341,CONWAY,MA
1342,006956551,6956551,WMECO,1342,DEERFIELD,MA
1343,006952626,6952626,MECO,1343,DRURY,MA
1344,006952626,6952626,MECO,1344,ERVING,MA
1344,006956551,6956551,WMECO,1344,ERVING,MA
1346,006952626,6952626,MECO,1346,HEATH,MA
1349,006952626,6952626,MECO,1349,MILLERS FALLS,MA
1349,006956551,6956551,WMECO,1349,MILLERS FALLS,MA
1350,006952626,6952626,MECO,1350,MONROE BRIDGE,MA
1351,006956551,6956551,WMECO,1351,MONTAGUE,MA
1354,006956551,6956551,WMECO,1354,GILL,MA
1355,006952626,6952626,MECO,1355,NEW SALEM,MA
1360,006956551,6956551,WMECO,1360,NORTHFIELD,MA
1364,006952626,6952626,MECO,1364,ORANGE,MA
1366,006952626,6952626,MECO,1366,PETERSHAM,MA
1367,006952626,6952626,MECO,1367,ROWE,MA
1368,006952626,6952626,MECO,1368,ROYALSTON,MA
1370,006956551,6956551,WMECO,1370,SHELBURNE FALLS,MA
1373,006956551,6956551,WMECO,1373,SOUTH DEERFIELD,MA
1375,006956551,6956551,WMECO,1375,SUNDERLAND,MA
1376,006956551,6956551,WMECO,1376,TURNERS FALLS,MA
1378,006952626,6952626,MECO,1378,WARWICK,MA
1379,006952626,6952626,MECO,1379,WENDELL,MA
1380,006952626,6952626,MECO,1380,WENDELL DEPOT,MA
1432,006952626,6952626,MECO,1432,AYER,MA
1434,006952626,6952626,MECO,1434,AYER,MA
1440,006952626,6952626,MECO,1440,GARNDER,MA
1441,006952626,6952626,MECO,1441,WESTMINSTER,MA
1451,006952626,6952626,MECO,1451,HARVARD,MA
1452,006952626,6952626,MECO,1452,HUBBARDSTON,MA
1453,006952626,6952626,MECO,1453,LEOMINSTER,MA
1460,006952626,6952626,MECO,1460,LITTLETON,MA
1462,006952626,6952626,MECO,1462,LUNENBURG,MA
1463,006952626,6952626,MECO,1463,PEPPERELL,MA
1464,006952626,6952626,MECO,1464,SHIRLEY,MA
1467,006952626,6952626,MECO,1467,STILL RIVER,MA
1473,006952626,6952626,MECO,1473,WESTMINSTER,MA
1475,006952626,6952626,MECO,1475,WINCHENDON,MA
1501,006952626,6952626,MECO,1501,AUBURN,MA
1503,006952626,6952626,MECO,1503,BERLIN,MA
1504,006952626,6952626,MECO,1504,BLACKSTONE,MA
1505,006952626,6952626,MECO,1505,BOYLSTON,MA
1506,006952626,6952626,MECO,1506,BROOKFIELD,MA
1507,006952626,6952626,MECO,1507,CHARLTON,MA
1508,006952626,6952626,MECO,1508,CHARLTON CITY,MA
1509,006952626,6952626,MECO,1509,CHARLTON DEPOT,MA
1510,006952626,6952626,MECO,1510,CLINTON,MA
1515,006952626,6952626,MECO,1515,EAST BROOKFIELD,MA
1516,006952626,6952626,MECO,1516,DOUGLAS,MA
1518,006952626,6952626,MECO,1518,FISKDALE,MA
1519,006952626,6952626,MECO,1519,GRAFTON,MA
1520,006952626,6952626,MECO,1520,HOLDEN,MA
1521,006952626,6952626,MECO,1521,HOLLAND,MA
1523,006952626,6952626,MECO,1523,LANCASTER,MA
1524,006952626,6952626,MECO,1524,LEICESTER,MA
1525,006952626,6952626,MECO,1525,LINWOOD,MA
1526,006952626,6952626,MECO,1526,MANCHAUG,MA
1527,006952626,6952626,MECO,1527,MILLBURY,MA
1529,006952626,6952626,MECO,1529,MILLVILLE,MA
1531,006952626,6952626,MECO,1531,NEW BRAINTREE,MA
1532,006952626,6952626,MECO,1532,NORTHBOROUGH,MA
1534,006952626,6952626,MECO,1534,NORTHBRIDGE,MA
1535,006952626,6952626,MECO,1535,NORTH BROOKFIELD,MA
1536,006952626,6952626,MECO,1536,NORTH GRAFTON,MA
1537,006952626,6952626,MECO,1537,NORTH OXFORD,MA
1538,006952626,6952626,MECO,1538,NORTH UXBRIDGE,MA
1540,006952626,6952626,MECO,1540,OXFORD,MA
1542,006952626,6952626,MECO,1542,ROCHDALE,MA
1543,006952626,6952626,MECO,1543,RUTLAND,MA
1545,006951552,6951552,BECO,1545,SHREWSBURY,MA
1550,006952626,6952626,MECO,1550,SOUTHBRIDGE,MA
1560,006952626,6952626,MECO,1560,SOUTH GRAFTON,MA
1561,006952626,6952626,MECO,1561,SOUTH LANCASTER,MA
1562,006952626,6952626,MECO,1562,SPENCER,MA
1566,006952626,6952626,MECO,1566,STURBRIDGE,MA
1568,006952626,6952626,MECO,1568,UPTON,MA
1569,006952626,6952626,MECO,1569,UXBRIDGE,MA
1570,006952626,6952626,MECO,1570,WEBSTER,MA
1571,006952626,6952626,MECO,1571,DUDLEY,MA
1580,006952626,6952626,MECO,1580,WESTBOROUGH,MA
1581,006952626,6952626,MECO,1581,WESTBOROUGH,MA
1582,006952626,6952626,MECO,1582,WESTBOROUGH,MA
1583,006952626,6952626,MECO,1583,WEST BOYLSTON,MA
1585,006952626,6952626,MECO,1585,WEST BROOKFIELD,MA
1586,006952626,6952626,MECO,1586,WEST MILLBURY,MA
1588,006952626,6952626,MECO,1588,WHITINSVILLE,MA
1590,006952626,6952626,MECO,1590,SUTTON,MA
1601,006952626,6952626,MECO,1601,WORCESTER,MA
1602,006952626,6952626,MECO,1602,WORCESTER,MA
1603,006952626,6952626,MECO,1603,WORCHESTER,MA
1604,006952626,6952626,MECO,1604,WORCESTER,MA
1605,006952626,6952626,MECO,1605,WORCESTER,MA
1606,006952626,6952626,MECO,1606,WORCESTER,MA
1607,006952626,6952626,MECO,1607,WORCESTER,MA
1608,006952626,6952626,MECO,1608,WORCESTER,MA
1609,006952626,6952626,MECO,1609,WORCESTER,MA
1610,006952626,6952626,MECO,1610,WORCESTER,MA
1611,006952626,6952626,MECO,1611,CHERRY VALLEY,MA
1612,006952626,6952626,MECO,1612,WORCESTER,MA
1613,006952626,6952626,MECO,1613,WORCESTER,MA
1614,006952626,6952626,MECO,1614,WORCESTER,MA
1615,006952626,6952626,MECO,1615,WORCESTER,MA
1653,006952626,6952626,MECO,1653,WORCESTER,MA
1654,006952626,6952626,MECO,1654,WORCESTER,MA
1655,006952626,6952626,MECO,1655,WORCESTER,MA
1701,006951552,6951552,BECO,1701,FRAMINGHAM,MA
1702,006951552,6951552,BECO,1702,FRAMINGHAM,MA
1703,006951552,6951552,BECO,1703,FRAMINGAM,MA
1704,006951552,6951552,BECO,1704,FRAMINGHAM,MA
1705,006951552,6951552,BECO,1705,FRAMINGHAM,MA
1718,006951552,6951552,BECO,1718,ACTON,MA
1719,006951552,6951552,BECO,1719,ACTON,MA
1720,006951552,6951552,BECO,1720,ACTON,MA
1721,006951552,6951552,BECO,1721,ASHLAND,MA
1730,006951552,6951552,BECO,1730,BEDFORD,MA
1730,006953848,6953848,COME,1730,BEDFORD,MA
1731,006951552,6951552,BECO,1731,BEDFORD,MA
1740,006952626,6952626,MECO,1740,BOLTON,MA
1741,006951552,6951552,BECO,1741,CARLISLE,MA
1745,006952626,6952626,MECO,1745,FAYVILLE,MA
1746,006951552,6951552,BECO,1746,HOLLISTON,MA
1747,006952626,6952626,MECO,1747,HOPEDALE,MA
1748,006951552,6951552,BECO,1748,HOPKINTON,MA
1749,006952626,6952626,MECO,1749,HUDSON,MA
1752,006952626,6952626,MECO,1752,MARLBOROUGH,MA
1754,006951552,6951552,BECO,1754,MAYNARD,MA
1756,006952626,6952626,MECO,1756,MENDON,MA
1757,006952626,6952626,MECO,1757,MILFORD,MA
1760,006951552,6951552,BECO,1760,NATICK,MA
1770,006951552,6951552,BECO,1770,SHERBORN,MA
1772,006952626,6952626,MECO,1772,SOUTHBOROUGH,MA
1773,006951552,6951552,BECO,1773,LINCOLN,MA
1775,006952626,6952626,MECO,1775,STOW,MA
1776,006951552,6951552,BECO,1776,SUDBURY,MA
1778,006951552,6951552,BECO,1778,WAYLAND,MA
1801,006951552,6951552,BECO,1801,WOBURN,MA
1803,006951552,6951552,BECO,1803,BURLINGTON,MA
1805,006951552,6951552,BECO,1805,BURLINGTON,MA
1806,006951552,6951552,BECO,1806,WOBURN,MA
1807,006951552,6951552,BECO,1807,WOBURN,MA
1808,006951552,6951552,BECO,1808,WOBURN,MA
1810,006951552,6951552,BECO,1810,ANDOVER,MA
1810,006952626,6952626,MECO,1810,ANDOVER,MA
1812,006951552,6951552,BECO,1812,ANDOVER,MA
1813,006951552,6951552,BECO,1813,WOBURN,MA
1815,006951552,6951552,BECO,1815,WOBURN,MA
1821,006952626,6952626,MECO,1821,BILLERICA,MA
1822,006952626,6952626,MECO,1822,BILLERICA,MA
1824,006952626,6952626,MECO,1824,CHELMSFORD,MA
1826,006952626,6952626,MECO,1826,DRACUT,MA
1827,006952626,6952626,MECO,1827,DUNSTABLE,MA
1830,006952626,6952626,MECO,1830,HAVERHILL,MA
1831,006952626,6952626,MECO,1831,HAVERHILL,MA
1832,006952626,6952626,MECO,1832,HAVERHILL,MA
1833,006952626,6952626,MECO,1833,GEORGETOWN,MA
1835,006952626,6952626,MECO,1835,HAVERHILL,MA
1840,006952626,6952626,MECO,1840,LAWRENCE,MA
1841,006952626,6952626,MECO,1841,LAWRENCE,MA
1842,006952626,6952626,MECO,1842,LAWRENCE,MA
1843,006952626,6952626,MECO,1843,LAWRENCE,MA
1844,006952626,6952626,MECO,1844,METHEUN,MA
1845,006952626,6952626,MECO,1845,NORTH ANDOVER,MA
1850,006952626,6952626,MECO,1850,LOWELL,MA
1851,006952626,6952626,MECO,1851,LOWELL,MA
1852,006952626,6952626,MECO,1852,LOWELL,MA
1853,006952626,6952626,MECO,1853,LOWELL,MA
1854,006952626,6952626,MECO,1854,LOWELL,MA
1860,006953848,6953848,COME,1860,MERRIMAC,MA
1862,006952626,6952626,MECO,1862,NORTH BILLERICA,MA
1863,006952626,6952626,MECO,1863,NORTH CHELMSFORD,MA
1865,006952626,6952626,MECO,1865,NUTTING LAKE,MA
1866,006952626,6952626,MECO,1866,PINEHURST,MA
1876,006952626,6952626,MECO,1876,TEWKSBURY,MA
1879,006952626,6952626,MECO,1879,TYNGSBORO,MA
1880,006951552,6951552,BECO,1880,WAKEFIELD,MA
1886,006952626,6952626,MECO,1886,WESTFORD,MA
1887,006952626,6952626,MECO,1887,WILMINGTON,MA
1888,006951552,6951552,BECO,1888,WOBURN,MA
1890,006951552,6951552,BECO,1890,WINCHESTER,MA
1899,006952626,6952626,MECO,1899,ANDOVER,MA
1901,006952626,6952626,MECO,1901,LYNN,MA
1902,006952626,6952626,MECO,1902,LYNN,MA
1903,006952626,6952626,MECO,1903,LYNN,MA
1904,006952626,6952626,MECO,1904,LYNN,MA
1905,006952626,6952626,MECO,1905,LYNN,MA
1906,006952626,6952626,MECO,1906,SAUGUS,MA
1907,006952626,6952626,MECO,1907,SWAMPSCOTT,MA
1908,006952626,6952626,MECO,1908,NAHANT,MA
1910,006952626,6952626,MECO,1910,LYNN,MA
1913,006952626,6952626,MECO,1913,AMESBURY,MA
1915,006952626,6952626,MECO,1915,BEVERLY,MA
1921,006952626,6952626,MECO,1921,BOXFORD,MA
1922,006952626,6952626,MECO,1922,BYFIELD,MA
1929,006952626,6952626,MECO,1929,ESSEX,MA
1930,006952626,6952626,MECO,1930,GLOUCESTER,MA
1931,006952626,6952626,MECO,1931,GLOUCESTER,MA
1936,006952626,6952626,MECO,1936,HAMILTON,MA
1940,006952626,6952626,MECO,1940,LYNNFIELD,MA
1944,006952626,6952626,MECO,1944,MANCHESTER,MA
1945,006952626,6952626,MECO,1945,MARBLEHEAD,MA
1950,006952626,6952626,MECO,1950,NEWBURYPORT,MA
1951,006952626,6952626,MECO,1951,NEWBURY,MA
1952,006952626,6952626,MECO,1952,SALISBURY,MA
1965,006952626,6952626,MECO,1965,PRIDES CROSSING,MA
1966,006952626,6952626,MECO,1966,ROCKPORT,MA
1970,006952626,6952626,MECO,1970,SALEM,MA
1971,006952626,6952626,MECO,1971,SALEM,MA
1982,006952626,6952626,MECO,1982,SOUTH HAMILTON,MA
1983,006952626,6952626,MECO,1983,TOPSFIELD,MA
1984,006952626,6952626,MECO,1984,WENHAM,MA
1985,006952626,6952626,MECO,1985,WEST NEWBURY,MA
2018,006951552,6951552,BECO,2018,ACCORD,MA
2018,006952626,6952626,MECO,2018,ACCORD,MA
2019,006951552,6951552,BECO,2019,BELLINGHAM,MA
2019,006952626,6952626,MECO,2019,BELLINGHAM,MA
2020,006953848,6953848,COME,2020,BRANT ROCK,MA
2021,006951552,6951552,BECO,2021,CANTON,MA
2025,006952626,6952626,MECO,2025,COHASSET,MA
2026,006951552,6951552,BECO,2026,DEDHAM,MA
2027,006951552,6951552,BECO,2027,DEDHAM,MA
2030,006951552,6951552,BECO,2030,DOVER,MA
2032,006951552,6951552,BECO,2032,EAST WALPOLE,MA
2032,006952626,6952626,MECO,2032,EAST WALPOLE,MA
2035,006952626,6952626,MECO,2035,FOXBORO,MA
2038,006952626,6952626,MECO,2038,FRANKLIN,MA
2040,006953848,6953848,COME,2040,SCITUATE,MA
2041,006953848,6953848,COME,2041,GREEN HARBOR,MA
2043,006952626,6952626,MECO,2043,HINGHAM,MA
2044,006952626,6952626,MECO,2044,HINGHAM,MA
2045,006952626,6952626,MECO,2045,HULL,MA
2047,006953848,6953848,COME,2047,HUMAROCK,MA
2048,006953848,6953848,COME,2048,MANDSFIELD,MA
2050,006953848,6953848,COME,2050,MARSHFIELD,MA
2051,006953848,6953848,COME,2051,MARSHFIELD HILLS,MA
2052,006951552,6951552,BECO,2052,MEDFIELD,MA
2053,006951552,6951552,BECO,2053,Medway,MA
2054,006951552,6951552,BECO,2054,Millis,MA
2055,006951552,6951552,BECO,2055,Scituate,MA
2056,006951552,6951552,BECO,2056,Norfolk,MA
2056,006952626,6952626,MECO,2056,Norfolk,MA
2059,006953848,6953848,COME,2059,North Marshfield,MA
2060,006953848,6953848,COME,2060,North Scituate,MA
2061,006952626,6952626,MECO,2061,Norwell,MA
2062,006952626,6952626,MECO,2062,NORWOOD,MA
2065,006953848,6953848,COME,2065,Marshfield,MA
2066,006953848,6953848,COME,2066,Scituate,MA
2066,006952626,6952626,MECO,2066,Scituate,MA
2067,006951552,6951552,BECO,2067,Sharon,MA
2067,006952626,6952626,MECO,2067,Sharon,MA
2070,006952626,6952626,MECO,2070,Sheldonville,MA
2071,006951552,6951552,BECO,2071,South Walpole,MA
2072,006952626,6952626,MECO,2072,Stoughton,MA
2081,006951552,6951552,BECO,2081,Walpole,MA
2090,006951552,6951552,BECO,2090,Westwood,MA
2093,006952626,6952626,MECO,2093,Wrentham,MA
2101,006951552,6951552,BECO,2101,Boston,MA
2102,006951552,6951552,BECO,2102,Boston,MA
2103,006951552,6951552,BECO,2103,Boston,MA
2104,006951552,6951552,BECO,2104,Boston,MA
2105,006951552,6951552,BECO,2105,Boston,MA
2106,006951552,6951552,BECO,2106,Boston,MA
2107,006951552,6951552,BECO,2107,Boston,MA
2108,006951552,6951552,BECO,2108,Boston,MA
2109,006951552,6951552,BECO,2109,Boston,MA
2110,006951552,6951552,BECO,2110,Boston,MA
2111,006951552,6951552,BECO,2111,Boston,MA
2112,006951552,6951552,BECO,2112,Boston,MA
2113,006951552,6951552,BECO,2113,Boston,MA
2114,006951552,6951552,BECO,2114,Boston,MA
2115,006951552,6951552,BECO,2115,Boston,MA
2116,006951552,6951552,BECO,2116,Boston,MA
2117,006951552,6951552,BECO,2117,Boston,MA
2118,006951552,6951552,BECO,2118,Boston,MA
2119,006951552,6951552,BECO,2119,Roxbury,MA
2120,006951552,6951552,BECO,2120,Roxbury Crossing,MA
2121,006951552,6951552,BECO,2121,Dorchester,MA
2121,006952626,6952626,MECO,2121,Dorchester,MA
2122,006951552,6951552,BECO,2122,Dorchester,MA
2122,006952626,6952626,MECO,2122,Dorchester,MA
2123,006951552,6951552,BECO,2123,Boston,MA
2124,006951552,6951552,BECO,2124,Dorchester Center,MA
2125,006951552,6951552,BECO,2125,Dorchester,MA
2126,006951552,6951552,BECO,2126,Mattapan,MA
2127,006951552,6951552,BECO,2127,BOSTON,MA
2128,006951552,6951552,BECO,2128,Boston,MA
2129,006951552,6951552,BECO,2129,Charlestown,MA
2130,006951552,6951552,BECO,2130,Jamaica Plain,MA
2131,006951552,6951552,BECO,2131,Roslindale,MA
2132,006951552,6951552,BECO,2132,West Roxbury,MA
2133,006951552,6951552,BECO,2133,Boston,MA
2134,006951552,6951552,BECO,2134,Allston,MA
2135,006951552,6951552,BECO,2135,Brighton,MA
2136,006951552,6951552,BECO,2136,Hyde Park,MA
2137,006951552,6951552,BECO,2137,Readville,MA
2138,006953665,6953665,CAMB,2138,Cambridge,MA
2139,006953665,6953665,CAMB,2139,Cambridge,MA
2140,006953665,6953665,CAMB,2140,Cambridge,MA
2141,006953665,6953665,CAMB,2141,Cambridge,MA
2142,006953665,6953665,CAMB,2142,Cambridge,MA
2143,006951552,6951552,BECO,2143,Somerville,MA
2144,006951552,6951552,BECO,2144,Somerville,MA
2145,006951552,6951552,BECO,2145,Somerville,MA
2145,006952626,6952626,MECO,2145,Somerville,MA
2148,006952626,6952626,MECO,2148,Malden,MA
2149,006952626,6952626,MECO,2149,Everett,MA
2150,006951552,6951552,BECO,2150,Chelsea,MA
2151,006952626,6952626,MECO,2151,Revere,MA
2152,006952626,6952626,MECO,2152,Winthrop,MA
2153,006952626,6952626,MECO,2153,Medford,MA
2155,006951552,6951552,BECO,2155,MEDFORD,MA
2155,006952626,6952626,MECO,2155,MEDFORD,MA
2156,006952626,6952626,MECO,2156,West Medford,MA
2163,006951552,6951552,BECO,2163,Boston,MA
2169,006952626,6952626,MECO,2169,Quincy,MA
2170,006952626,6952626,MECO,2170,Quincy,MA
2171,006952626,6952626,MECO,2171,Quincy,MA
2176,006952626,6952626,MECO,2176,Melrose,MA
2180,006951552,6951552,BECO,2180,Stoneham,MA
2186,006951552,6951552,BECO,2186,Milton,MA
2187,006951552,6951552,BECO,2187,Milton Village,MA
2188,006952626,6952626,MECO,2188,Weymouth,MA
2189,006952626,6952626,MECO,2189,East Weymouth,MA
2190,006952626,6952626,MECO,2190,South Weymouth,MA
2191,006951552,6951552,BECO,2191,North Weymouth,MA
2191,006952626,6952626,MECO,2191,North Weymouth,MA
2196,006951552,6951552,BECO,2196,Boston,MA
2199,006951552,6951552,BECO,2199,Boston,MA
2201,006951552,6951552,BECO,2201,Boston,MA
2203,006951552,6951552,BECO,2203,Boston,MA
2204,006951552,6951552,BECO,2204,Boston,MA
2205,006951552,6951552,BECO,2205,Boston,MA
2206,006951552,6951552,BECO,2206,Boston,MA
2207,006951552,6951552,BECO,2207,Boston,MA
2208,006951552,6951552,BECO,2208,Boston,MA
2209,006951552,6951552,BECO,2209,Boston,MA
2210,006951552,6951552,BECO,2210,Boston,MA
2211,006951552,6951552,BECO,2211,Boston,MA
2212,006951552,6951552,BECO,2212,Boston,MA
2215,006951552,6951552,BECO,2215,Boston,MA
2216,006951552,6951552,BECO,2216,Boston,MA
2217,006951552,6951552,BECO,2217,Boston,MA
2222,006951552,6951552,BECO,2222,Boston,MA
2228,006951552,6951552,BECO,2228,East Boston,MA
2238,006953665,6953665,CAMB,2238,Cambridge,MA
2239,006953665,6953665,CAMB,2239,Cambridge,MA
2241,006951552,6951552,BECO,2241,Boston,MA
2266,006951552,6951552,BECO,2266,Boston,MA
2269,006952626,6952626,MECO,2269,Quincy,MA
2283,006951552,6951552,BECO,2283,Boston,MA
2284,006951552,6951552,BECO,2284,Boston,MA
2293,006951552,6951552,BECO,2293,Boston,MA
2295,006951552,6951552,BECO,2295,Boston,MA
2297,006951552,6951552,BECO,2297,Boston,MA
2301,006951552,6951552,BECO,2301,Brockton,MA
2301,006952626,6952626,MECO,2301,Brockton,MA
2302,006952626,6952626,MECO,2302,Brockton,MA
2303,006952626,6952626,MECO,2303,Brockton,MA
2304,006952626,6952626,MECO,2304,Brockton,MA
2305,006952626,6952626,MECO,2305,Brockton,MA
2322,006952626,6952626,MECO,2322,Avon,MA
2324,006952626,6952626,MECO,2324,Bridgewater,MA
2325,006952626,6952626,MECO,2325,Bridgewater,MA
2330,006953848,6953848,COME,2330,Carver,MA
2331,006953848,6953848,COME,2331,Duxbury,MA
2332,006953848,6953848,COME,2332,Duxbury,MA
2333,006952626,6952626,MECO,2333,East Bridgewater,MA
2334,006952626,6952626,MECO,2334,Easton,MA
