ZIP_CODE,DUNs,DUNs.1,utility,short_zip,city,state
17241,007909427AC,007909427AC,PPL,17241,NEWVILLE,PA
17241,008967614,8967614,PENELEC,17241,NEWVILLE,PA
17241,007916836,7916836,METED,17241,NEWVILLE,PA
17243,008967614,8967614,PENELEC,17243,orbisonia,PA
17244,008967614,8967614,PENELEC,17244,ORRSTOWN,PA
17247,007911050EDC,007911050EDC,WPP,17247,QUINCY,PA
17249,008967614,8967614,PENELEC,17249,ROCKHILL FURNACE,PA
17250,007911050EDC,007911050EDC,WPP,17250,ROUZERVILLE,PA
17251,008967614,8967614,PENELEC,17251,ROXBURY,PA
17252,007911050EDC,007911050EDC,WPP,17252,SAINT THOMAS,PA
17253,008967614,8967614,PENELEC,17253,SALTILLO,PA
17254,007911050EDC,007911050EDC,WPP,17254,Scotland,PA
17255,008967614,8967614,PENELEC,17255,SHADE GAP,PA
17257,007909427AC,007909427AC,PPL,17257,SHIPPENSBURG,PA
17257,007911050EDC,007911050EDC,WPP,17257,SHIPPENSBURG,PA
17257,008967614,8967614,PENELEC,17257,SHIPPENSBURG,PA
17260,008967614,8967614,PENELEC,17260,Shirleysburg,PA
17261,007911050EDC,007911050EDC,WPP,17261,SOUTH MOUNTAIN ,PA
17262,008967614,8967614,PENELEC,17262,SPRING RUN,PA
17263,007911050EDC,007911050EDC,WPP,17263,STATE LINE,PA
17264,008967614,8967614,PENELEC,17264,THREE SPRINGS,PA
17265,008967614,8967614,PENELEC,17265,UPPERSTRASBURG,PA
17266,007909427AC,007909427AC,PPL,17266,WALNUT BOTTOM,PA
17267,007911050EDC,007911050EDC,WPP,17267,WARFORDSBURG,PA
17268,007911050EDC,007911050EDC,WPP,17268,WAYNESBORO,PA
17271,008967614,8967614,PENELEC,17271,Willow Hill,PA
17272,007911050EDC,007911050EDC,WPP,17272,ZULLINGER,PA
17301,007916836,7916836,METED,17301,ABBOTTSTOWN,PA
17302,007914468,7914468,PECO,17302,AIRVILLE,PA
17302,007916836,7916836,METED,17302,AIRVILLE,PA
17303,007916836,7916836,METED,17303,ARENDTSVILLE,PA
17304,007916836,7916836,METED,17304,ASPERS,PA
17306,007916836,7916836,METED,17306,BENDERSVILLE,PA
17307,007916836,7916836,METED,17307,BIGLERVILLE,PA
17309,007914468,7914468,PECO,17309,BROGUE,PA
17309,007916836,7916836,METED,17309,BROGUE,PA
17310,007916836,7916836,METED,17310,CASHTOWN,PA
17311,007916836,7916836,METED,17311,CODORUS,PA
17313,007916836,7916836,METED,17313,DALLASTOWN,PA
17314,007914468,7914468,PECO,17314,DELTA,PA
17315,007916836,7916836,METED,17315,DOVER,PA
17316,007916836,7916836,METED,17316,EAST BERLIN,PA
17317,007909427AC,007909427AC,PPL,17317,EAST PROSPECT,PA
17318,007916836,7916836,METED,17318,EMIGSVILLE,PA
17319,007916836,7916836,METED,17319,ETTERS,PA
17320,007911050EDC,007911050EDC,WPP,17320,FAIRFIELD,PA
17320,007916836,7916836,METED,17320,FAIRFIELD,PA
17321,007914468,7914468,PECO,17321,FAWN GROVE,PA
17321,007916836,7916836,METED,17321,FAWN GROVE,PA
17322,007916836,7916836,METED,17322,FELTON,PA
17323,007916836,7916836,METED,17323,FRANKLINTOWN,PA
17324,007916836,7916836,METED,17324,GARDNERS,PA
17325,007916836,7916836,METED,17325,GETTYSBURG,PA
17327,007916836,7916836,METED,17327,GLEN ROCK,PA
17329,007916836,7916836,METED,17329,GLENVILLE,PA
17331,007909427AC,007909427AC,PPL,17331,HANOVER,PA
17331,007916836,7916836,METED,17331,HANOVER,PA
17339,007909427AC,007909427AC,PPL,17339,LEWISBERRY,PA
17339,007916836,7916836,METED,17339,LEWISBERRY,PA
17340,007916836,7916836,METED,17340,LITTLESTOWN,PA
17342,007916836,7916836,METED,17342,LOGANVILLE,PA
17343,007916836,7916836,METED,17343,MC KNIGHTSTOWN,PA
17344,007916836,7916836,METED,17344,MC SHERRYSTOWN,PA
17345,007916836,7916836,METED,17345,MANCHESTER,PA
17347,007916836,7916836,METED,17347,MOUNT WOLF,PA
17349,007916836,7916836,METED,17349,NEW FREEDOM,PA
17350,007916836,7916836,METED,17350,NEW OXFORD,PA
17352,007916836,7916836,METED,17352,NEW PARK,PA
17353,007911050EDC,007911050EDC,WPP,17353,WAYNESBORO,PA
17353,007916836,7916836,METED,17353,WAYNESBORO,PA
17355,007916836,7916836,METED,17355,RAILROAD,PA
17356,007916836,7916836,METED,17356,RED LION,PA
17360,007916836,7916836,METED,17360,SEVEN VALLEYS,PA
17361,007916836,7916836,METED,17361,SHREWSBURY,PA
17362,007916836,7916836,METED,17362,SPRING GROVE,PA
17363,007916836,7916836,METED,17363,STEWARTSTOWN,PA
17364,007916836,7916836,METED,17364,THOMASVILLE,PA
17365,007916836,7916836,METED,17365,WELLSVILLE,PA
17366,007909427AC,007909427AC,PPL,17366,WINDSOR,PA
17366,007916836,7916836,METED,17366,WINDSOR,PA
17368,007909427AC,007909427AC,PPL,17368,WRIGHTSVILLE,PA
17368,007916836,7916836,METED,17368,WRIGHTSVILLE,PA
17370,007916836,7916836,METED,17370,YORK HAVEN,PA
17371,007916836,7916836,METED,17371,NEW SALEM,PA
17372,007916836,7916836,METED,17372,YORK SPRINGS,PA
17401,007916836,7916836,METED,17401,YORK,PA
17402,007916836,7916836,METED,17402,YORK,PA
17403,007916836,7916836,METED,17403,YORK,PA
17404,007916836,7916836,METED,17404,YORK,PA
17406,007916836,7916836,METED,17406,YORK,PA
17407,007916836,7916836,METED,17407,YORK,PA
17408,007916836,7916836,METED,17408,YORK,PA
17501,007909427AC,007909427AC,PPL,17501,AKRON,PA
17502,007909427AC,007909427AC,PPL,17502,BAINBRIDGE,PA
17502,007916836,7916836,METED,17502,BAINBRIDGE,PA
17503,007909427AC,007909427AC,PPL,17503,BART,PA
17504,007909427AC,007909427AC,PPL,17504,BAUSMAN,PA
17505,007909427AC,007909427AC,PPL,17505,BIRD IN HAND,PA
17506,007909427AC,007909427AC,PPL,17506,BLUE BALL,PA
17507,007909427AC,007909427AC,PPL,17507,BOWMANSVILLE,PA
17508,007909427AC,007909427AC,PPL,17508,BROWNSTOWN,PA
17509,007909427AC,007909427AC,PPL,17509,CHRISTIANA,PA
17512,007909427AC,007909427AC,PPL,17512,COLUMBIA,PA
17516,007909427AC,007909427AC,PPL,17516,CONESTOGA,PA
17517,007909427AC,007909427AC,PPL,17517,DENVER,PA
17517,007916836,7916836,METED,17517,DENVER,PA
17518,007909427AC,007909427AC,PPL,17518,DRUMORE,PA
17519,007909427AC,007909427AC,PPL,17519,EAST EARL,PA
17520,007909427AC,007909427AC,PPL,17520,EAST PETERSBURG,PA
17521,007909427AC,007909427AC,PPL,17521,Elm,PA
17522,007909427AC,007909427AC,PPL,17522,EPHRATA,PA
17527,007909427AC,007909427AC,PPL,17527,GAP,PA
17527,007914468,7914468,PECO,17527,GAP,PA
17528,007909427AC,007909427AC,PPL,17528,GOODVILLE,PA
17529,007909427AC,007909427AC,PPL,17529,GORDONVILLE,PA
17532,007909427AC,007909427AC,PPL,17532,HOLTWOOD,PA
17533,007909427AC,007909427AC,PPL,17533,HOPELAND,PA
17534,007909427AC,007909427AC,PPL,17534,INTERCOURSE,PA
17535,007909427AC,007909427AC,PPL,17535,KINZERS,PA
17535,043381565EDC,043381565EDC,APMD,17535,KINZERS,PA
17536,007909427AC,007909427AC,PPL,17536,KIRKWOOD,PA
17538,007909427AC,007909427AC,PPL,17538,LANDISVILLE,PA
17540,007909427AC,007909427AC,PPL,17540,LEOLA,PA
17543,007909427AC,007909427AC,PPL,17543,LITITZ,PA
17545,007909427AC,007909427AC,PPL,17545,MANHEIM,PA
17545,007916836,7916836,METED,17545,MANHEIM,PA
17547,007909427AC,007909427AC,PPL,17547,MARIETTA,PA
17547,007916836,7916836,METED,17547,MARIETTA,PA
17550,007909427AC,007909427AC,PPL,17550,MAYTOWN,PA
17551,007909427AC,007909427AC,PPL,17551,MILLERSVILLE,PA
17552,007909427AC,007909427AC,PPL,17552,MOUNT JOY,PA
17554,007909427AC,007909427AC,PPL,17554,MOUNTVILLE,PA
17555,007909427AC,007909427AC,PPL,17555,NARVON,PA
17555,007916836,7916836,METED,17555,NARVON,PA
17557,007909427AC,007909427AC,PPL,17557,NEW HOLLAND,PA
17560,007909427AC,007909427AC,PPL,17560,NEW PROVIDENCE,PA
17562,007909427AC,007909427AC,PPL,17562,PARADISE,PA
17563,007909427AC,007909427AC,PPL,17563,PEACH BOTTOM,PA
17565,007909427AC,007909427AC,PPL,17565,PEQUEA,PA
17566,007909427AC,007909427AC,PPL,17566,QUARRYVILLE,PA
17567,007909427AC,007909427AC,PPL,17567,REAMSTOWN,PA
17568,007909427AC,007909427AC,PPL,17568,REFTON,PA
17569,007909427AC,007909427AC,PPL,17569,REINHOLDS,PA
17569,007916836,7916836,METED,17569,REINHOLDS,PA
17570,007909427AC,007909427AC,PPL,17570,RHEEMS,PA
17572,007909427AC,007909427AC,PPL,17572,RONKS,PA
17575,007909427AC,007909427AC,PPL,17575,SILVER SPRING,PA
17576,007909427AC,007909427AC,PPL,17576,SMOKETOWN,PA
17578,007909427AC,007909427AC,PPL,17578,STEVENS,PA
17579,007909427AC,007909427AC,PPL,17579,STRASBURG,PA
17580,007909427AC,007909427AC,PPL,17580,TALMAGE,PA
17581,007909427AC,007909427AC,PPL,17581,TERRE HILL,PA
17582,007909427AC,007909427AC,PPL,17582,WASHINGTON BORO,PA
17583,007909427AC,007909427AC,PPL,17583,WEST WILLOW,PA
17584,007909427AC,007909427AC,PPL,17584,WILLOW STREET,PA
17601,007909427AC,007909427AC,PPL,17601,LANCASTER,PA
17602,007909427AC,007909427AC,PPL,17602,LANCASTER,PA
17603,007909427AC,007909427AC,PPL,17603,LANCASTER,PA
17701,007909427AC,007909427AC,PPL,17701,WILLIAMSPORT,PA
17702,007909427AC,007909427AC,PPL,17702,WILLIAMSPORT,PA
17720,007909427AC,007909427AC,PPL,17720,ANTES FORT,PA
17721,007909427AC,007909427AC,PPL,17721,AVIS,PA
17724,008967614,8967614,PENELEC,17724,CANTON,PA
17726,007909427AC,007909427AC,PPL,17726,CASTANEA,PA
17728,007909427AC,007909427AC,PPL,17728,COGAN STATION,PA
17728,008967614,8967614,PENELEC,17728,COGAN STATION,PA
17730,007909427AC,007909427AC,PPL,17730,DEWART,PA
17731,008967614,8967614,PENELEC,17731,EAGLES MERE,PA
17737,007909427AC,007909427AC,PPL,17737,HUGHESVILLE,PA
17738,007909427AC,007909427AC,PPL,17738,HYNER,PA
17740,007909427AC,007909427AC,PPL,17740,JERSEY SHORE,PA
17740,007911050EDC,007911050EDC,WPP,17740,JERSEY SHORE,PA
17742,007909427AC,007909427AC,PPL,17742,LAIRDSVILLE,PA
17744,007909427AC,007909427AC,PPL,17744,LINDEN,PA
17745,007909427AC,007909427AC,PPL,17745,LOCK HAVEN,PA
17745,007911050EDC,007911050EDC,WPP,17745,LOCK HAVEN,PA
17747,007909427AC,007909427AC,PPL,17747,LOGANTON,PA
17748,007909427AC,007909427AC,PPL,17748,MC ELHATTAN,PA
17749,007909427AC,007909427AC,PPL,17749,MCEWENSVILLE,PA
17750,007911050EDC,007911050EDC,WPP,17750,MACKEYVILLE,PA
17751,007909427AC,007909427AC,PPL,17751,MILL HALL,PA
17751,007911050EDC,007911050EDC,WPP,17751,MILL HALL,PA
17752,007909427AC,007909427AC,PPL,17752,MONTGOMERY,PA
17754,007909427AC,007909427AC,PPL,17754,MONTOURSVILLE,PA
17756,007909427AC,007909427AC,PPL,17756,MUNCY,PA
17758,007909427AC,007909427AC,PPL,17758,MUNCY VALLEY,PA
17758,008967614,8967614,PENELEC,17758,MUNCY VALLEY,PA
17760,007909427AC,007909427AC,PPL,17760,NORTH BEND,PA
17762,007909427AC,007909427AC,PPL,17762,PICTURE ROCKS,PA
17763,008967614,8967614,PENELEC,17763,RALSTON,PA
17764,007909427AC,007909427AC,PPL,17764,RENOVO,PA
17765,008967614,8967614,PENELEC,17765,ROARING BRANCH,PA
17771,008967614,8967614,PENELEC,17771,TROUT RUN,PA
17772,007909427AC,007909427AC,PPL,17772,TURBOTVILLE,PA
17773,007909427AC,007909427AC,PPL,17773,TYLERSVILLE,PA
17774,007909427AC,007909427AC,PPL,17774,UNITYVILLE,PA
17776,007911050EDC,007911050EDC,WPP,17776,WATERVILLE,PA
17777,007909427AC,007909427AC,PPL,17777,WATSONTOWN,PA
17778,007909427AC,007909427AC,PPL,17778,WESTPORT,PA
17779,007909427AC,007909427AC,PPL,17779,WOOLRICH,PA
17801,007909427AC,007909427AC,PPL,17801,SUNBURY,PA
17810,007909427AC,007909427AC,PPL,17810,ALLENWOOD,PA
17812,007909427AC,007909427AC,PPL,17812,BEAVER SPRINGS,PA
17813,007909427AC,007909427AC,PPL,17813,BEAVERTOWN,PA
17814,007909427AC,007909427AC,PPL,17814,BENTON,PA
17814,008967614,8967614,PENELEC,17814,BENTON,PA
17815,007909427AC,007909427AC,PPL,17815,BLOOMSBURG,PA
17820,007909427AC,007909427AC,PPL,17820,CATAWISSA,PA
17821,007909427AC,007909427AC,PPL,17821,DANVILLE,PA
17823,007909427AC,007909427AC,PPL,17823,DORNSIFE,PA
17824,007909427AC,007909427AC,PPL,17824,ELYSBURG,PA
17827,007909427AC,007909427AC,PPL,17827,FREEBURG,PA
17829,007909427AC,007909427AC,PPL,17829,HARTLETON,PA
17830,007909427AC,007909427AC,PPL,17830,HERNDON,PA
17831,007909427AC,007909427AC,PPL,17831,Hummels Wharf,PA
17832,007909427AC,007909427AC,PPL,17832,MARION HEIGHT,PA
17833,007909427AC,007909427AC,PPL,17833,KREAMER,PA
17834,007909427AC,007909427AC,PPL,17834,KULPMONT,PA
17836,007909427AC,007909427AC,PPL,17836,LECK HILL,PA
17837,007909427AC,007909427AC,PPL,17837,LEWISBURG,PA
17840,007909427AC,007909427AC,PPL,17840,LOCUST GAP,PA
17841,007909427AC,007909427AC,PPL,17841,MC CLURE,PA
17841,008967614,8967614,PENELEC,17841,MC CLURE,PA
17842,007909427AC,007909427AC,PPL,17842,MIDDLEBURG,PA
17844,007909427AC,007909427AC,PPL,17844,MIFFLINBURG,PA
17845,007909427AC,007909427AC,PPL,17845,MILLMONT,PA
17846,007909427AC,007909427AC,PPL,17846,MILLVILLE,PA
17847,007909427AC,007909427AC,PPL,17847,MILTON,PA
17850,007909427AC,007909427AC,PPL,17850,Montandon,PA
17851,007909427AC,007909427AC,PPL,17851,MOUNT CARMEL,PA
17853,007909427AC,007909427AC,PPL,17853,MOUNT PLEASANT MILLS,PA
17855,007909427AC,007909427AC,PPL,17855,NEW BERLIN,PA
17856,007909427AC,007909427AC,PPL,17856,NEW COLUMBIA,PA
17857,007909427AC,007909427AC,PPL,17857,NORTHUMBERLAND,PA
17858,007909427AC,007909427AC,PPL,17858,NUMIDIA,PA
17859,007909427AC,007909427AC,PPL,17859,ORANGEVILLE,PA
17860,007909427AC,007909427AC,PPL,17860,PAXINOS,PA
17861,007909427AC,007909427AC,PPL,17861,PAXTONVILLE,PA
17862,007909427AC,007909427AC,PPL,17862,PENNS CREEK,PA
17864,007909427AC,007909427AC,PPL,17864,PORT TREVORTON,PA
17865,007909427AC,007909427AC,PPL,17865,POTTS GROVE,PA
17866,007909427AC,007909427AC,PPL,17866,COAL TOWNSHIP,PA
17867,007909427AC,007909427AC,PPL,17867,REBUCK,PA
17868,007909427AC,007909427AC,PPL,17868,RIVERSIDE,PA
17870,007909427AC,007909427AC,PPL,17870,SELINSGROVE,PA
17872,007909427AC,007909427AC,PPL,17872,SHAMOKIN,PA
17876,007909427AC,007909427AC,PPL,17876,SHAMOKIN DAM,PA
17878,007909427AC,007909427AC,PPL,17878,STILLWATER,PA
17880,007909427AC,007909427AC,PPL,17880,SWENGEL,PA
17881,007909427AC,007909427AC,PPL,17881,TREVORTON,PA
17882,007909427AC,007909427AC,PPL,17882,TROXELVILLE,PA
17884,007909427AC,007909427AC,PPL,17884,WASHINGTONVILLE,PA
17885,007909427AC,007909427AC,PPL,17885,WEIKERT,PA
17886,007909427AC,007909427AC,PPL,17886,WEST MILTON,PA
17887,007909427AC,007909427AC,PPL,17887,WHITE DEER,PA
17888,007909427AC,007909427AC,PPL,17888,WILBURTON,PA
17889,007909427AC,007909427AC,PPL,17889,WINFIELD,PA
17901,007909427AC,007909427AC,PPL,17901,POTTSVILLE,PA
17920,007909427AC,007909427AC,PPL,17920,ARISTES,PA
17921,007909427AC,007909427AC,PPL,17921,ASHLAND,PA
17922,007909427AC,007909427AC,PPL,17922,AUBURN,PA
17923,007909427AC,007909427AC,PPL,17923,BRANCHDALE,PA
17925,007909427AC,007909427AC,PPL,17925,BROCKTON,PA
17929,007909427AC,007909427AC,PPL,17929,CRESSONA,PA
17930,007909427AC,007909427AC,PPL,17930,CUMBOLA,PA
17931,007909427AC,007909427AC,PPL,17931,FRACKVILLE,PA
17933,007909427AC,007909427AC,PPL,17933,FRIEDENSBURG,PA
17934,007909427AC,007909427AC,PPL,17934,GILBERTON,PA
17935,007909427AC,007909427AC,PPL,17935,GIRARDVILLE,PA
17936,007909427AC,007909427AC,PPL,17936,GORDON,PA
17938,007909427AC,007909427AC,PPL,17938,HEGINS,PA
17941,007909427AC,007909427AC,PPL,17941,KLINGERSTOWN,PA
17942,007909427AC,007909427AC,PPL,17942,LANDINGVILLE,PA
17943,007909427AC,007909427AC,PPL,17943,LAVELLE,PA
17944,007909427AC,007909427AC,PPL,17944,LLEWELLYN,PA
17945,007909427AC,007909427AC,PPL,17945,LOCUSTDALE,PA
17946,007909427AC,007909427AC,PPL,17946,LOST CREEK,PA
17948,007909427AC,007909427AC,PPL,17948,MAHONY CITY,PA
17949,007909427AC,007909427AC,PPL,17949,MAHANOY PLANE,PA
17951,007909427AC,007909427AC,PPL,17951,MAR LIN ,PA
17952,007909427AC,007909427AC,PPL,17952,MARY D,PA
17953,007909427AC,007909427AC,PPL,17953,MIDDLEPORT,PA
17954,007909427AC,007909427AC,PPL,17954,MINERSVILLE,PA
17957,007909427AC,007909427AC,PPL,17957,MUIR,PA
17959,007909427AC,007909427AC,PPL,17959,NEW PHILADELPHIA,PA
17960,007909427AC,007909427AC,PPL,17960,NEW RINGGOLD,PA
17961,007909427AC,007909427AC,PPL,17961,ORWIGSBURG,PA
17963,007909427AC,007909427AC,PPL,17963,PINE GROVE,PA
17963,007916836,7916836,METED,17963,PINE GROVE,PA
17964,007909427AC,007909427AC,PPL,17964,PITMAN,PA
17965,007909427AC,007909427AC,PPL,17965,PORT CARBON,PA
17967,007909427AC,007909427AC,PPL,17967,RINGTOWN,PA
17968,007909427AC,007909427AC,PPL,17968,SACRAMENTO,PA
17970,007909427AC,007909427AC,PPL,17970,SAINT CLAIR,PA
17972,007909427AC,007909427AC,PPL,17972,SCHUYLKILL HAVEN,PA
17974,007909427AC,007909427AC,PPL,17974,SELTZER,PA
17976,007909427AC,007909427AC,PPL,17976,SHENANDOAH,PA
17978,007909427AC,007909427AC,PPL,17978,SPRING GLEN,PA
17979,007909427AC,007909427AC,PPL,17979,SUMMIT STATION,PA
17980,007909427AC,007909427AC,PPL,17980,TOWER CITY,PA
17981,007909427AC,007909427AC,PPL,17981,TREMONT,PA
17982,007909427AC,007909427AC,PPL,17982,TUSCARORA,PA
17983,007909427AC,007909427AC,PPL,17983,VALLEY VIEW,PA
17985,007909427AC,007909427AC,PPL,17985,ZION GROVE,PA
18011,007909427AC,007909427AC,PPL,18011,ALBURTIS,PA
18011,007916836,7916836,METED,18011,ALBURTIS,PA
18012,007909427AC,007909427AC,PPL,18012,AQUASHICOLA,PA
18013,007909427AC,007909427AC,PPL,18013,BANGOR,PA
18013,007916836,7916836,METED,18013,BANGOR,PA
18014,007909427AC,007909427AC,PPL,18014,BATH,PA
18014,007916836,7916836,METED,18014,BATH,PA
18015,007909427AC,007909427AC,PPL,18015,BETHLEHEM,PA
18016,007909427AC,007909427AC,PPL,18016,BETHLEHEM,PA
18017,007909427AC,007909427AC,PPL,18017,BETHLEHEM,PA
18018,007909427AC,007909427AC,PPL,18018,BETHLEHEM,PA
18020,007909427AC,007909427AC,PPL,18020,BETHLEHEM,PA
18020,007916836,7916836,METED,18020,BETHLEHEM,PA
18030,007909427AC,007909427AC,PPL,18030,BOWMANSTOWN,PA
18031,007909427AC,007909427AC,PPL,18031,BREINIGSVILLE,PA
18031,007916836,7916836,METED,18031,BREINIGSVILLE,PA
18032,007909427AC,007909427AC,PPL,18032,CATASAUQUA,PA
18034,007909427AC,007909427AC,PPL,18034,CENTER VALLEY,PA
18035,007909427AC,007909427AC,PPL,18035,CHERRYVILLE,PA
18036,007909427AC,007909427AC,PPL,18036,COOPERSBURG,PA
18037,007909427AC,007909427AC,PPL,18037,COPLAY,PA
18038,007909427AC,007909427AC,PPL,18038,DANIELSVILLE,PA
18038,007916836,7916836,METED,18038,DANIELSVILLE,PA
18039,007916836,7916836,METED,18039,DURHAM,PA
18040,007909427AC,007909427AC,PPL,18040,EASTON,PA
18040,007916836,7916836,METED,18040,EASTON,PA
18041,007909427AC,007909427AC,PPL,18041,EAST GREENVILLE,PA
18041,007916836,7916836,METED,18041,EAST GREENVILLE,PA
18042,007909427AC,007909427AC,PPL,18042,EASTON,PA
18042,007916836,7916836,METED,18042,EASTON,PA
18045,007909427AC,007909427AC,PPL,18045,EASTON,PA
18045,007916836,7916836,METED,18045,EASTON,PA
18046,007909427AC,007909427AC,PPL,18046,EAST TEXAS,PA
18049,007909427AC,007909427AC,PPL,18049,EMMAUS,PA
18051,007909427AC,007909427AC,PPL,18051,FOGELSVILLE,PA
18051,007916836,7916836,METED,18051,FOGELSVILLE,PA
18052,007909427AC,007909427AC,PPL,18052,WHITEHALL,PA
18053,007909427AC,007909427AC,PPL,18053,GERMANSVILLE,PA
18054,007909427AC,007909427AC,PPL,18054,GREEN LANE,PA
18054,007914468,7914468,PECO,18054,GREEN LANE,PA
18054,007916836,7916836,METED,18054,GREEN LANE,PA
18055,007909427AC,007909427AC,PPL,18055,HELLERTOWN,PA
18056,007916836,7916836,METED,18056,HEREFORD,PA
18058,007909427AC,007909427AC,PPL,18058,KUNKLETOWN,PA
18059,007909427AC,007909427AC,PPL,18059,LAURYS STATION,PA
18062,007909427AC,007909427AC,PPL,18062,MACUNGIE,PA
18062,007916836,7916836,METED,18062,MACUNGIE,PA
18063,007909427AC,007909427AC,PPL,18063,MARTINS CREEK,PA
18064,007909427AC,007909427AC,PPL,18064,NAZARETH,PA
18064,007916836,7916836,METED,18064,NAZARETH,PA
18065,007909427AC,007909427AC,PPL,18065,NEFFS,PA
18066,007909427AC,007909427AC,PPL,18066,NEW TRIPOLI,PA
18066,007916836,7916836,METED,18066,NEW TRIPOLI,PA
18067,007909427AC,007909427AC,PPL,18067,NORTHAMPTON,PA
18067,007916836,7916836,METED,18067,NORTHAMPTON,PA
18068,007909427AC,007909427AC,PPL,18068,OLD ZIONSVILLE,PA
18069,007909427AC,007909427AC,PPL,18069,OREFIELD,PA
18069,007916836,7916836,METED,18069,OREFIELD,PA
18070,007909427AC,007909427AC,PPL,18070,PALM,PA
18070,007916836,7916836,METED,18070,PALM,PA
18071,007909427AC,007909427AC,PPL,18071,PALMERTON,PA
18072,007909427AC,007909427AC,PPL,18072,PEN ARGYL,PA
18072,007916836,7916836,METED,18072,PEN ARGYL,PA
18073,007909427AC,007909427AC,PPL,18073,PENNSBURG,PA
18073,007914468,7914468,PECO,18073,PENNSBURG,PA
18074,007914468,7914468,PECO,18074,PERKIOMENVILLE,PA
18074,007916836,7916836,METED,18074,PERKIOMENVILLE,PA
18076,007909427AC,007909427AC,PPL,18076,RED HILL,PA
18076,007914468,7914468,PECO,18076,RED HILL,PA
18077,007909427AC,007909427AC,PPL,18077,RIEGELSVILLE,PA
18077,007916836,7916836,METED,18077,RIEGELSVILLE,PA
18078,007909427AC,007909427AC,PPL,18078,SCHNECKSVILLE,PA
18079,007909427AC,007909427AC,PPL,18079,SLATEDALE,PA
18080,007909427AC,007909427AC,PPL,18080,SLATINGTON,PA
18081,007909427AC,007909427AC,PPL,18081,SPRINGTOWN,PA
18083,007909427AC,007909427AC,PPL,18083,STOCKERTOWN,PA
18084,007914468,7914468,PECO,18084,SUMNEYTOWN,PA
18085,007909427AC,007909427AC,PPL,18085,TATAMY,PA
18086,007909427AC,007909427AC,PPL,18086,Treichlers      ,PA
18087,007909427AC,007909427AC,PPL,18087,TREXLERTOWN,PA
18088,007909427AC,007909427AC,PPL,18088,WALNUTPORT,PA
18088,007916836,7916836,METED,18088,WALNUTPORT,PA
18091,007916836,7916836,METED,18091,WIND GAP,PA
18092,007909427AC,007909427AC,PPL,18092,ZIONSVILLE,PA
18092,007916836,7916836,METED,18092,ZIONSVILLE,PA
18101,007909427AC,007909427AC,PPL,18101,ALLENTOWN,PA
18102,007909427AC,007909427AC,PPL,18102,ALLENTOWN,PA
18103,007909427AC,007909427AC,PPL,18103,ALLENTOWN,PA
18104,007909427AC,007909427AC,PPL,18104,ALLENTOWN,PA
18105,007909427AC,007909427AC,PPL,18105,Allentown,PA
18106,007909427AC,007909427AC,PPL,18106,ALLENTOWN,PA
18109,007909427AC,007909427AC,PPL,18109,ALLENTOWN,PA
18201,007909427AC,007909427AC,PPL,18201,HAZELTON,PA
18202,007909427AC,007909427AC,PPL,18202,HAZLETON,PA
18210,007909427AC,007909427AC,PPL,18210,ALBRIGHTSVILLE,PA
18211,007909427AC,007909427AC,PPL,18211,ANDREAS,PA
18212,007909427AC,007909427AC,PPL,18212,ASHFIELD,PA
18214,007909427AC,007909427AC,PPL,18214,BARNESVILLE,PA
18216,007909427AC,007909427AC,PPL,18216,BEAVER MEADOWS,PA
18218,007909427AC,007909427AC,PPL,18218,COALDALE,PA
18219,007909427AC,007909427AC,PPL,18219,CONYNGHAM,PA
18220,007909427AC,007909427AC,PPL,18220,DELANO,PA
18221,007909427AC,007909427AC,PPL,18221,Drifton,PA
18222,007909427AC,007909427AC,PPL,18222,DRUMS,PA
18223,007909427AC,007909427AC,PPL,18223,EBERVALE,PA
18224,007909427AC,007909427AC,PPL,18224,FREELAND,PA
18225,007909427AC,007909427AC,PPL,18225,HARLEIGH,PA
18229,007909427AC,007909427AC,PPL,18229,JIM THORPE,PA
18230,007909427AC,007909427AC,PPL,18230,JUNEDALE,PA
18231,007909427AC,007909427AC,PPL,18231,KELAYRES,PA
18232,007909427AC,007909427AC,PPL,18232,LANSFORD,PA
18234,007909427AC,007909427AC,PPL,18234,LATTIMER MINES,PA
18235,007909427AC,007909427AC,PPL,18235,LEHIGHTON,PA
18237,007909427AC,007909427AC,PPL,18237,MCADOO,PA
18240,007909427AC,007909427AC,PPL,18240,NESQUEHONING,PA
18241,007909427AC,007909427AC,PPL,18241,NUREMBERG,PA
18242,007909427AC,007909427AC,PPL,18242,ONEIDA,PA
18244,007909427AC,007909427AC,PPL,18244,PARRYVILLE,PA
18245,007909427AC,007909427AC,PPL,18245,QUAKAKE,PA
18246,007909427AC,007909427AC,PPL,18246,ROCK GLEN,PA
18247,007909427AC,007909427AC,PPL,18247,SAINT JOHNS,PA
18248,007909427AC,007909427AC,PPL,18248,SHEPPTON,PA
18249,007909427AC,007909427AC,PPL,18249,SUGARLOAF,PA
18250,007909427AC,007909427AC,PPL,18250,SUMMIT HILL,PA
18251,007909427AC,007909427AC,PPL,18251,SYBERTSVILLE,PA
18252,007909427AC,007909427AC,PPL,18252,TAMAQUA,PA
18254,007909427AC,007909427AC,PPL,18254,TRESCKOW,PA
18255,007909427AC,007909427AC,PPL,18255,WEATHERLY,PA
18256,007909427AC,007909427AC,PPL,18256,Weston,PA
